2015-10-11 23:29 CRITICAL task          Local-Torrents-TV BUG: Unhandled error in plugin include: while scanning for the next token\nfound character '\t' that cannot start any token\n  in "c:\Users\sysfs\flexget\New Config File Flexget\series-following.yml", line 47, column 1
2015-10-12 16:34 INFO     task          My-Movies-1080p Rerunning the task in case better resolution can be achieved.
2015-10-12 16:35 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 16:35 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 16:35 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 16:35 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 16:35 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 16:35 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 16:35 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 16:35 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 16:36 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 16:36 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 16:36 WARNING  torrent_alive                 Server error: [Errno 10054] An existing connection was forcibly closed by the remote host
2015-10-12 16:36 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:36 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:36 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:36 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:36 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
2015-10-12 16:36 INFO     task          My-TV-Shows     Plugin torrent_alive has requested task to be ran again after execution has completed.
2015-10-12 16:36 INFO     task          My-TV-Shows     Rerunning the task in case better resolution can be achieved.
2015-10-12 16:36 WARNING  configure_series Series-Premieres-Track Input listdir did not return anything
2015-10-12 16:36 INFO     configure_series Series-Premieres-Track Did not get any series to generate series configuration
2015-10-12 16:37 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 16:37 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmp3cdhw5\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 16:37 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 16:37 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmpfj5xgo\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 16:37 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 16:37 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 16:37 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 16:37 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 16:44 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 16:44 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmpo6hr2b\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 16:44 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 16:44 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmpqexl_2\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 16:44 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 16:44 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 16:44 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 16:44 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 16:48 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 16:48 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 16:48 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 16:48 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 16:48 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 16:48 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 16:48 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 16:48 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 16:48 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 16:49 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 16:49 WARNING  torrent_alive                 Server error: [Errno 10054] An existing connection was forcibly closed by the remote host
2015-10-12 16:49 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:49 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:49 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:49 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:49 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 16:49 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
2015-10-12 16:49 INFO     task          My-TV-Shows     Plugin torrent_alive has requested task to be ran again after execution has completed.
2015-10-12 16:49 INFO     task          My-TV-Shows     Rerunning the task in case better resolution can be achieved.
2015-10-12 16:50 WARNING  configure_series Series-Premieres-Track Input listdir did not return anything
2015-10-12 16:50 INFO     configure_series Series-Premieres-Track Did not get any series to generate series configuration
2015-10-12 16:59 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 16:59 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmpwvqoxo\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 16:59 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 16:59 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmpyucmv0\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 16:59 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 16:59 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 16:59 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 16:59 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 17:03 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 17:03 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:03 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:03 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:03 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 17:03 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:03 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:03 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:04 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 17:05 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 17:05 WARNING  torrent_alive                 Server error: [Errno 10054] An existing connection was forcibly closed by the remote host
2015-10-12 17:05 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:05 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:05 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:05 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
2015-10-12 17:05 INFO     task          My-TV-Shows     Plugin torrent_alive has requested task to be ran again after execution has completed.
2015-10-12 17:05 INFO     task          My-TV-Shows     Rerunning the task in case better resolution can be achieved.
2015-10-12 17:05 WARNING  configure_series Series-Premieres-Track Input listdir did not return anything
2015-10-12 17:05 INFO     configure_series Series-Premieres-Track Did not get any series to generate series configuration
2015-10-12 17:14 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 17:14 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmpkodsii\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 17:14 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 17:14 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmpjuqjut\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 17:14 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 17:14 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 17:14 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 17:14 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 17:18 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 17:18 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:18 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:18 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:18 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 17:18 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:18 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:18 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:18 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 17:20 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 17:20 WARNING  torrent_alive                 Server error: [Errno 10054] An existing connection was forcibly closed by the remote host
2015-10-12 17:20 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:20 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:20 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:20 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:20 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:20 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
2015-10-12 17:20 INFO     task          My-TV-Shows     Plugin torrent_alive has requested task to be ran again after execution has completed.
2015-10-12 17:20 INFO     task          My-TV-Shows     Rerunning the task in case better resolution can be achieved.
2015-10-12 17:20 WARNING  configure_series Series-Premieres-Track Input listdir did not return anything
2015-10-12 17:20 INFO     configure_series Series-Premieres-Track Did not get any series to generate series configuration
2015-10-12 17:29 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 17:29 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmphjdgpu\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 17:29 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 17:29 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmpiinfm5\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 17:29 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 17:29 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 17:29 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 17:29 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 17:33 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 17:33 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:33 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:33 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:33 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 17:33 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:33 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:33 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:33 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 17:35 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 17:35 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:35 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:35 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:35 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:35 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
2015-10-12 17:35 INFO     task          My-TV-Shows     Plugin torrent_alive has requested task to be ran again after execution has completed.
2015-10-12 17:35 INFO     task          My-TV-Shows     Rerunning the task in case better resolution can be achieved.
2015-10-12 17:35 WARNING  configure_series Series-Premieres-Track Input listdir did not return anything
2015-10-12 17:35 INFO     configure_series Series-Premieres-Track Did not get any series to generate series configuration
2015-10-12 17:44 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 17:44 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmpswycsv\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 17:44 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 17:44 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmppis_ru\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 17:44 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 17:44 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 17:44 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 17:44 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 17:48 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 17:48 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:48 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:48 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:48 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 17:48 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 17:48 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 17:48 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 17:48 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 17:50 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 17:50 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:50 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:50 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:50 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 17:50 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
2015-10-12 17:50 INFO     task          My-TV-Shows     Plugin torrent_alive has requested task to be ran again after execution has completed.
2015-10-12 17:50 INFO     task          My-TV-Shows     Rerunning the task in case better resolution can be achieved.
2015-10-12 17:51 WARNING  configure_series Series-Premieres-Track Input listdir did not return anything
2015-10-12 17:51 INFO     configure_series Series-Premieres-Track Did not get any series to generate series configuration
2015-10-12 17:59 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV (1)
2015-10-12 17:59 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (1) (File c:\users\sysfs\appdata\local\temp\tmppk5cif\993954a232b3b9b22e1a927305042b62 is 0 bytes in size)
2015-10-12 17:59 INFO     download      Local-Torrents-Movies Downloading: NCIS+Season+1-9+Complete+HDTV
2015-10-12 17:59 ERROR    entry         Local-Torrents-Movies Failed NCIS+Season+1-9+Complete+HDTV (File c:\users\sysfs\appdata\local\temp\tmpb6gtmb\a4a3eb3382bcb8667b7bf0c94e2a913a is 0 bytes in size)
2015-10-12 17:59 INFO     download      Local-Torrents-Movies Downloading: The+Following+Season+3+HDTV.XviD%5BPawulon%5D
2015-10-12 17:59 ERROR    requests      Local-Torrents-Movies Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>
2015-10-12 17:59 WARNING  download      Local-Torrents-Movies RequestException Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>, while downloading file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent
2015-10-12 17:59 ERROR    entry         Local-Torrents-Movies Failed The+Following+Season+3+HDTV.XviD%5BPawulon%5D (Network error during request: Error getting file:///c:\users\sysfs\downloads\The+Following+Season+3+HDTV.XviD%5BPawulon%5D.torrent: <urlopen error [Error 2] The system cannot find the file specified: u'C:\\\\users\\sysfs\\downloads\\The+Following+Season+3+HDTV.XviD[Pawulon].torrent'>)
2015-10-12 17:59 WARNING  trakt_emit    My-TV-Shows-Find-Next-Following The list "AK TV" is empty.
2015-10-12 17:59 WARNING  discover      My-TV-Shows-Find-Next-Following Input trakt_emit did not return anything
2015-10-12 17:59 INFO     series        My-TV-Shows-Find-Next-Following Timeframe waiting The Adventures Of Chuck And Friends for 54h:21min, currently best is The Adventures of Chuck and Friends S01E01 720p WEBRip H 264
2015-10-12 17:59 INFO     series        My-TV-Shows-Find-Next-Following Timeframe waiting Marvel's Daredevil for 56h:10min, currently best is Marvel's Daredevil S01E01 Into The Ring 720p WEBRIP x265 HEVC-INC
2015-10-12 17:59 INFO     series        My-TV-Shows-Find-Next-Following Timeframe waiting Dora And Friends Into The City for 54h:22min, currently best is Dora and Friends Into the City S01E01 Doggie Day 720p WEBRip x264 AAC
2015-10-12 18:03 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list Daily TV.
2015-10-12 18:03 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 18:03 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 18:03 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 18:03 WARNING  trakt_list    My-TV-Shows     No data returned from trakt for shows list AK TV.
2015-10-12 18:03 WARNING  input_cache   My-TV-Shows     Input trakt_list did not return a list, cannot cache.
2015-10-12 18:03 WARNING  configure_series My-TV-Shows     Input trakt_list did not return anything
2015-10-12 18:03 INFO     configure_series My-TV-Shows     Did not get any series to generate series configuration
2015-10-12 18:03 INFO     download      My-TV-Shows     Downloading: Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv
2015-10-12 18:05 WARNING  torrent_alive                 Socket Error: [Errno 11004] getaddrinfo failed
2015-10-12 18:05 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 18:05 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 18:05 WARNING  torrent_alive                 Socket Error: timed out
2015-10-12 18:05 INFO     remember_rej  My-TV-Shows     Remembering rejection of `Lost Girl S05E04 When God Opens a Window 1080p.10bit.web-dl 2ch x265 HEVC-Lewiswill[UTR].mkv` for 0 minutes
